Date,Country,Area,Location,Sex,Fatal
1926-08-24,USA,New Jersey,"Seaside, Ocean County",M,True
1919-12-07,AUSTRALIA,New South Wales,"Pelican Island, Macleay River",M,True
1918-01-01,AUSTRALIA,Queensland,Near Cairns,M,False
1916-07-13,USA,New York,"Sheepshead Bay, Brooklyn",F,
1916-04-25,AUSTRALIA,New South Wales,Manley Beach,M,True
1914-09-05,USA,Louisiana,Lake Pontchartrain,M,True
1910-05-16,USA,Alabama,"Off Fort Gaines, Dauphin Island, Mobile County",M,
1909-06-26,MEXICO,Guerrero,Zacatula,F,True
1908-07-08,CROATIA,Adriatic Sea,Medola,F,True
1906-04-27,INDONESIA,Maluku Province,Aru Islands,M,True
1905-04-06,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban",M,True
1901-09-23,CYPRUS,Southern Cyprus,Larnaca,M,True
2023-07-24,AUSTRALIA,Western Australia,Gnarabup Beach,M,False
2022-11-04,USA,California,"Del Mar Beach, San Diego County",F,False
2022-09-25,SOUTH AFRICA,Western Cape Province,"Central Beach, Plettenberg Bay",F,True
2021-05-25,NEW CALEDONIA,Nouville,CHS Beach,M,True
2021-02-02,AUSTRALIA,South Australia,Gleneg,M,False
2020-07-27,FRENCH POLYNESIA,Tuamotu Islands,Tikehau,M,False
2020-06-04,USA,Delaware,"Herring Point, Sussex County",M,False
2019-10-17,AUSTRALIA,Queensland,"Woorim Beach, Bribie Island,",M,False
2019-09-15,USA,South Carolina,"Isle of Palms,  Charleston County",F,False
2019-05-07,USA,California,"North Salmon Creek Beach, Sonoma County",F,False
2019-04-05,CHINA,Liaoning Province,"Laohutan Ocean Park Aquarium, Dalian City",F,False
2019-03-21,MEXICO,Guerrero,Troncones,M,False
2018-11-14,AUSTRALIA,Queensland,Moffat Beach,M,False
2018-10-19,NEW ZEALAND,North Island,Baylys Beach,M,False
2018-08-05,USA,North Carolina,"Bald Head Island, Brunswick County",F,False
2018-02-14,AUSTRALIA,Queensland,Mooloolaba Beach,F,False
2017-09-16,SPAIN,Canary Islands,Gran Canaria,M,False
2017-08-27,USA,Florida,Bathtub Beach,F,False
2017-06-18,USA,South Carolina,"Burkes Beach, Hilton Head, Beaufort County",F,False
2017-05-12,UNITED ARAB EMIRATES,"Sharjah,",Khor Fakkan,M,False
2017-04-29,USA,California,"San Onofre, San Diego County",F,False
2017-04-27,NEW ZEALAND,South Island,"Porpoise Bay, Catlins",F,False
2017-04-10,USA,Florida,"Melbourne Beach, Brevard County",F,False
2017-04-02,AUSTRALIA,Queensland,Moreton Bay,M,False
2017-03-18,USA,California,Monterey Bay,M,False
2016-12-11,USA,Florida,"New Smyrna Beach, Volusia County",M,
2016-10-13,MEXICO,,Guadalupe Island,M,
2016-09-05,AUSTRALIA,Western Australia,Injidup,M,False
2016-06-21,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",M,False
2016-04-23,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2016-04-09,NEW CALEDONIA,Grand Terre,Poe Beach,F,True
2016-01-24,USA,Texas,Off Surfside,M,False
2015-12-11,BAHAMAS,,Off Andros Island,M,False
2015-08-22,USA,Florida,"Cocoa Beach, Brevard  County",M,
2015-06-14,USA,North Carolina,"Oak Island, Brunswick County",M,False
2015-01-30,AUSTRALIA,Queensland,"Nerang River, Surfer's  Paradise",M,False
2014-11-08,USA,Florida,"Fort Pierce Inlet State Park, St. Lucie County",M,False
2014-08-08,USA,Louisiana,"Lake Ponchartain off Southshore Harbor, New Orleans",M,False
2014-07-05,USA,California,"Oceano Dunes State Beach, San Luis Obispo County",M,False
2014-06-08,JAPAN,Atsumi peninsula,Aichi,M,False
2013-08-31,USA,California,"Butterfly Beach, Montecito, Santa Barbara County",M,False
2013-07-11,USA,North Carolina,Holden Beach. Brunswick County,F,False
2013-03-29,SEYCHELLES,,Ile Platte,M,False
2012-09-25,USA,Florida,"Melbourne Beach, Brevard County",M,False
2012-08-15,USA,Alabama,"Gulf Shores, Baldwin County",M,False
2012-06-22,AUSTRALIA,Tasmania,South Cape Bay,M,False
2012-05-23,USA,Florida,"Jacksonville, Duval County",M,False
2011-09-19,REUNION ISLAND,Saint-Gilles,Boucan-Canot,M,True
2011-08-16,SEYCHELLES,Praslin,Anse Lazio,M,True
2011-06-24,USA,California,"San Onofre State Beach, San Diego County",M,False
2010-11-12,AUSTRALIA,Western Australia,Between Carnac and Garden Islands,M,False
2010-10-30,AUSTRALIA,Western Australia,Off Garden Island,F,False
2010-07-02,USA,California,"Pismo Beach, San Luis  Obispo County",M,False
2010-04-19,USA,Hawaii,"Hanalei Bay, Kauai",M,False
2010-04-04,EGYPT,Sinai Peninsula,Sharm el-Sheikh,M,False
2009-07-30,AUSTRALIA,New South Wales,Broken Head,M,False
2009-05-17,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2008-12-27,AUSTRALIA,New South Wales,Seal Rocks,M,False
2008-08-20,USA,Florida,"Sanibel Island, Lee County",M,False
2008-07-05,USA,South Carolina,"Litchfield Beach, Georgetown County",F,False
2008-01-19,NEW ZEALAND,South Island,Marfells Beach,M,
2007-12-15,AUSTRALIA,Queensland,South Stradbroke Island,M,False
2007-09-27,EGYPT,Red Sea,Daedalus Reef,F,False
2007-06-30,USA,California,"Will Rogers State Beach, Los Angeles County",F,False
2007-06-05,AUSTRALIA,New South Wales,"Shelly Beach, Crescent Head",M,False
2007-01-09,AUSTRALIA,New South Wales,Sandbar Beach,M,False
2006-09-02,SOUTH AFRICA,Western Cape Province,Noordhoek,M,False
2006-07-29,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",M,False
2006-07-17,USA,South Carolina,"Singleton Beach, Hilton Head Island, Beaufort County",M,False
2006-04-19,USA,Florida,"Daytona Beach, Volusia County",F,False
2005-11-21,USA,Florida,"Jensen Beach, Martin County",M,False
2005-10-11,BRITISH OVERSEAS TERRITORY,East Wall,Jack McKenney's Canyon,F,False
2005-09-20,USA,South Carolina,"Myrtle Beach, Horry County",F,False
2004-08-15,USA,California,"Kibesillah, Mendocino County",M,True
2004-06-02,SOUTH AFRICA,Western Cape Province,Dyer Island,M,True
2004-05-22,USA,Florida,St. Augustine  St. Johns County,M,
2003-11-27,SOUTH AFRICA,KwaZulu-Natal,Sodwana,M,True
2003-07-05,USA,Florida,"Canova Beach, Brevard County",M,False
2003-05-14,USA,Florida,"Ponce de Leon Inlet, Volusia County",M,False
2002-12-24,SOUTH AFRICA,Western Cape Province,Scarborough,M,False
2002-10-05,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2002-10-05,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2002-09-21,USA,Oregon,Cape Kiwanda,M,False
2001-05-11,MADAGASCAR,,Shipwrecked Ferry M/V Samsonnette,M,
2001-03-03,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",M,True
2000-09-29,USA,California,"Mavericks, Half Moon Bay, San Mateo County",M,False
2000-08-21,USA,North Carolina,"Bouges Bank, Emerald Isle, Carteret County",M,False
2000-07-06,USA,North Carolina,"Pine Island, Corolla, Currituck County",F,False
2000-07-02,USA,Florida,"Smyrna Dunes  Park, New Smyrna Beach, Volusia County",F,False
2000-02-21,USA,Florida,"Riviera Beach, Palm Beach County",M,False
1999-03-18,NEW ZEALAND,South Island,Codfish Island (Whenua Hau) west of Stewart Island,M,False
1999-01-01,USA,Virginia,"Sandridge Beach, Virginia Beach, Princess Anne County",M,
1998-09-01,SENEGAL,Cap Vert Peninsula,Yoff Island,M,False
1998-07-06,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,M,False
1997-06-02,USA,Florida,"Daytona Beach Shores,  Volusia County",M,False
1996-06-25,USA,South Carolina,"Fripp Island, Beaufort County",F,False
1995-08-31,USA,Florida,"North Beach Inlet, St. Lucie County",M,False
1995-08-22,USA,Florida,"Ponce de Leon Inlet, Volusia County",M,False
1995-07-07,BRAZIL,Pernambuco,Candeias,M,True
1994-12-09,USA,California,"San Miguel Island, Santa Barbara County",M,True
1993-09-30,SOMALIA,Banaadir Region,Mogadishu,M,True
1993-09-26,SOUTH AFRICA,Western Cape Province,Danger Point,M,False
1993-09-14,USA,Florida,"Huguenot Memorial Park, Duval County",M,False
1993-09-09,USA,Florida,"Little Talbot Island, Jacksonville, Duval County",M,False
1993-01-04,CARIBBEAN SEA,,Off Dominican Republic,M,False
1992-11-25,USA,Florida,"Brevard County, a mile north of Sebastian Inlet",M,False
1991-09-19,BAHAMAS,,Bimini,M,
1989-10-08,USA,North Carolina,"Between Wrightsville Beach & Carolina Beach, New Hanover County",M,
1989-02-02,ITALY,Tyrrhenian Sea,"Golfo di Baratti, near Piombino (Tuscany)",M,True
1989-01-01,USA,Virginia,"Coral Gardens Reef, 6 miles SSE of Chicoteague Inlet",M,False
1988-07-01,BAHAMAS,,,M,False
1987-07-01,BAHAMAS,,,M,False
1986-01-12,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",M,False
1985-10-12,USA,Hawaii,"Barbers Point, O'ahu",M,False
1984-02-17,SOUTH AFRICA,KwaZulu-Natal,"Shark tank at Oceanographic Research Insitute, Durban",M,False
1983-07-12,USA,Florida,"Caloosahatchee River, Lee County",F,False
1983-04-02,USA,Florida,"Lake Worth Beach, Palm Beach County",M,False
1982-03-10,USA,Florida,"Palm Beach, Palm Beach County",M,False
1982-02-07,USA,Florida,Elliot Key,M,True
1982-01-01,ITALY,Tyrrhenian Sea,"Lacona, Isola d'Elba",M,
1981-09-15,USA,Florida,"Tampa Bay, Manatee County",M,True
1981-08-10,USA,Florida,"Marathon, Monroe County",M,False
1981-07-18,SOUTH AFRICA,Eastern Cape Province,Nahoon,M,False
1980-01-10,SOUTH AFRICA,Eastern Cape Province,King’s Beach,M,False
1977-03-13,AUSTRALIA,Queensland,Near Moreton Island in Moreton Bay,M,True
1976-07-12,USA,Florida,St. Lucie County,M,False
1975-06-15,USA,Alabama,5 miles off the coast,M,False
1974-06-20,USA,Florida,"New Smyrna Beach, Volusia County",F,False
1973-12-18,PHILIPPINES,Luzon,,M,True
1973-04-04,MEXICO,Guerrero,"Revolcadero Beach, Acapulco",M,True
1972-12-31,SOUTH AFRICA,Western Cape Province,Millers Point,M,False
1971-12-05,AUSTRALIA,Queensland,Gladstone,M,True
1971-09-07,CROATIA,Istria County,Ika,M,True
1971-01-01,CROATIA,Istria,Ika,M,
1970-09-28,MICRONESIA,Eastern Caroline Islands,Truk Lagoon,M,False
1970-01-16,EGYPT,Red Sea,A few miles south of Port Suez,M,True
1968-05-01,PAPUA NEW GUINEA,New Ireland Province,,M,False
1966-01-09,SOUTH AFRICA,KwaZulu-Natal,Umkomaas,M,False
1965-09-08,MEXICO,Veracruz,Playa Villa del Mar,M,False
1964-12-25,SOUTH AFRICA,Eastern Cape Province,Port Alfred,M,False
1964-08-03,JAPAN,Okayama Prefecture,Saidaiji,M,False
1964-05-08,FIJI,Vita Levu,Naviti,M,True
1964-01-23,SOUTH AFRICA,Eastern Cape Province,Nahoon,M,False
1963-12-26,AUSTRALIA,Queensland,"Figtree Ledge, Hervey Bay",M,False
1963-12-04,NEW BRITAIN,"South Coast, East New Britain",Pomio,M,True
1962-10-14,AUSTRALIA,South Australia,Port Phillip Bay,M,False
1962-06-11,USA,California,San Francisco Bay,M,True
1962-01-21,AUSTRALIA,New South Wales,Cronulla,M,False
1961-09-26,USA,Florida,"Florida Keys, Monroe County",M,False
1961-04-03,AUSTRALIA,Victoria,Flinders Island,M,False
1960-08-04,USA,Delaware,"Mispillion Light, Delaware Bay",M,False
1960-02-19,PAPUA NEW GUINEA,Central Province,"Tupuselei Village, about 40 miles east of Port Moresby",M,True
1960-01-30,PAPUA NEW GUINEA,Madang (WO),"Off Taludig Village, at mouth of the Murnass River",M,False
1959-09-02,USA,New York,"Oak Beach, Fire Inlet",M,
1959-04-09,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth,M,False
1959-03-01,USA,Florida,Miami,M,False
1959-01-01,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago","Enuk Island, Kavieng",M,True
1957-07-09,AUSTRALIA,Torres Strait,Near Thursday Island,M,False
1957-04-28,USA,California,"Atascadero Beach, Morro Bay, San Luis Obispo County",M,True
1957-01-01,IRAN,Karun River,Hesamabad,M,False
1956-08-15,USA,Puerto Rico,North coast,M,True
1956-03-04,AUSTRALIA,Victoria,"Portsea Beach, near entrance to Port Phillip Bay",M,True
1955-01-01,CUBA,Havana Province,Cojimar,M,False
1953-07-01,PANAMA,Gulf of Panama,60 miles offshore,M,False
1952-08-04,ITALY,Genoa  Province,Riva Trigoso,M,False
1950-12-16,AUSTRALIA,Queensland,"Palm Beach North, 5 miles north of Burleigh Heads, Brisbane",M,True
1950-11-12,AUSTRALIA,Queensland,Yeppoon,M,False
1948-12-14,CUBA,Guantanamo Province,10 miles off Cape Maisi,M,False
1948-03-01,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago","Punam Passage, Rataman census div, Namatanai",M,False
1941-01-01,PAPUA NEW GUINEA,,"Gaire Village, between Rigo & Port Moresby",M,False
1940-01-01,AUSTRALIA,Queensland,"Malagil, Barrier Reef",M,False
1937-11-11,AUSTRALIA,Torres Strait,Ota Reef,M,True
1937-02-13,AUSTRALIA,New South Wales,"Bar Beach, Newcastle",M,True
1935-03-20,AUSTRALIA,Torres Strait,Three Mile Reef off Lizard Island 50 miles north of Cooktown,M,False
1934-08-26,AUSTRALIA,Queensland,Off Eva Island 20 miles from Cardwell,M,True
1932-10-11,CAPE VERDE,Barlavento Islands,São Vicente,M,True
1932-08-06,BAHAMAS,New Providence District,"Nassau, New Providence Island",M,False
1929-01-01,AUSTRALIA,New South Wales,"Garden Island, Sydney",M,False
1928-11-12,USA,Virginia,"200 miles off Hampton Roads, Virginia, USA",M,True
1928-07-11,AUSTRALIA,,,M,False
1927-02-09,AUSTRALIA,Queensland,Brisbane River,M,False
1927-01-01,AUSTRALIA,Torres Strait,Thursday Island,M,False
1926-03-17,AUSTRALIA,South Australia,"West Beach, Brighton",F,True
1925-01-01,FIJI,Viti Levu Island,"Suva Harbor, Suva",M,False
1922-05-24,JAMAICA,Westmoreland Parish,Savanna-la-Mar,M,True
1922-03-20,JAMAICA,Kingston Parish,Kingston Harbor,M,False
1921-11-27,AUSTRALIA,Queensland,"Gay’s Corner, Bulimba Reach of Brisbane River",M,True
1920-01-15,AUSTRALIA,New South Wales,"Throsby Creek, Newcastle",M,True
1917-07-15,IRELAND,Off Ireland,82 miles from Fastnet,M,True
1916-08-24,USA,Louisiana,"off Grand Lake, Cameron Parish",M,False
1916-04-03,AUSTRALIA,Victoria,Carrum,M,True
1912-08-30,USA,Georgia,"Tybee Island, Chatham County",M,True
1909-09-04,USA,Delaware,"Lewes, Sussex County",M,False
1907-09-11,CROATIA,"Split-Dalmatia Count,","Sucurja, Hvar Island,",F,True
1907-04-20,MEXICO,Oaxaca,Salina Cruz,M,False
1905-08-24,EGYPT,Suez Canal,Port Said,M,
1900-08-21,USA,North Carolina,"Southport, Brunswick County",M,False
2023-06-23,USA,Florida,"Cocoa Beach, Brevard County",F,False
2023-05-21,USA,New Jersey,"Stone Harbor, Cape May County",F,False
2023-01-05,MEXICO,Gulf of California,Tobari Bay,M,True
2022-08-15,USA,South Carolina,"Myrtle Beach, Horry County",F,False
2021-08-07,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2021-07-11,BAHAMAS,,,M,False
2021-07-03,ECUADOR,Galapagos,,M,False
2021-06-23,AUSTRALIA,Western Australia,Gum Tree Bay,M,False
2021-06-18,USA,Florida,"Bethune Beach, Volusia County",M,False
2020-12-09,AUSTRALIA,Western Australia,Cable Beach,M,False
2020-11-26,USA,Hawaii,Maui,F,False
2020-08-28,USA,California,"Shelter Cove, Humboldt County",M,False
2020-08-20,USA,Florida,"New Smyrna Beach, Volusia County",F,False
2020-07-31,USA,Alabama,"Orange Beach, Baldwin County",M,False
2019-11-23,AUSTRALIA,Queensland,"Elliot Head, near Bundaberg.",M,False
2019-10-08,USA,Florida,"Fort Pierce, St. Lucie County",M,False
2019-10-05,AUSTRALIA,New South Wales,Lighthouse Beach,M,False
2019-09-26,USA,Hawaii,"Kihei, South Maui",F,False
2019-08-11,USA,Hawaii,"Makaha Beach, Oahu",M,False
2019-04-06,USA,Hawaii,"North Koahala, Big Island",M,False
2018-11-07,AUSTRALIA,New South Wales,"Shelly Beach, Ballina",M,False
2018-09-27,USA,California,Humboldt County,M,False
2018-08-15,USA,Massachusetts,"Longnook Beach, Truro, Barnstable County",M,False
2018-07-13,USA,Florida,"Fernandina Beach, Nassau County",M,False
2018-06-18,USA,Florida,"Near the Bahia Honda Bridge, Monroe County",M,False
2017-09-02,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2017-02-21,REUNION ISLAND,Saint-Andre,,M,True
2016-10-12,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",M,False
2016-04-18,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,M,False
2016-02-04,AUSTRALIA,New South Wales,Hams Beach,M,False
2015-12-22,USA,Hawaii,La'aloa Beach Park,M,False
2015-07-25,AUSTRALIA,Tasmania,"Lachan Island, Mercury Passage",M,True
2015-07-19,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,M,False
2015-06-27,USA,North Carolina,"Rodanthe, Dare County",M,False
2015-06-05,USA,Florida,Fort Lauderdale,F,False
2014-12-03,SPAIN,Granada,Off Motril,M,False
2014-11-16,USA,Florida,"Indian Harbor Beach, Brevard County",M,False
2014-09-12,FRENCH POLYNESIA,Moorea,Tiahura Lagoon,F,False
2014-09-03,USA,Massachusetts,"Manomet Point, Plymouth, Plymouth County",F,False
2014-04-24,AUSTRALIA,Western Australia,"South Passage, south of Coral Bay",M,False
2013-12-02,USA,Hawaii,"Between  Makena & Molokini, Maui",M,True
2013-09-08,USA,South Carolina,"St. Helena Island, Beaufort County",F,
2013-07-07,SPAIN,Catalonia,"Sant Marti d’Empuries Beach, L’Escala",M,
2012-12-01,NEW ZEALAND,South Island,"Sunday Cove, Fiordland",F,False
2012-07-31,AUSTRALIA,South Australia,Streaky Bay,M,False
2012-06-03,AUSTRALIA,New South Wales,"Redhead Beach, Newcastle",M,False
2012-05-16,FIJI,,Matacucu Reef,M,False
2012-01-03,AUSTRALIA,New South Wales,North Avoca Beach,M,False
2011-12-21,SOUTH AFRICA,Eastern Cape Province,"Noordhoek, Port Elizabeth",M,False
2011-11-29,INDONESIA,Bali,Tabanan,M,False
2011-09-04,AUSTRALIA,Western Australia,Bunker Bay,M,True
2011-08-17,USA,North Carolina,"Wrightsville Beach, New Hanover County",M,
2011-06-29,BRAZIL,Pernambuco,Praia do Pina,M,False
2011-03-24,MEXICO,Quintana Roo,"Gaviotas Beach, Cancun",F,False
2010-12-05,EGYPT,South Sinai Peninsula,"Middle Garden, Sharm el-Shiekh",F,True
2008-11-09,TAIWAN,,50 miles off Kaohsiung,M,True
2008-06-20,USA,Florida,"Fernandina Beach, Nassau County",F,False
2008-05-10,AUSTRALIA,Western Australia,Albany,M,False
2007-10-29,USA,Hawaii,"Wailea, Maui",M,False
2007-09-28,BAHAMAS,Grand Bahama Island,Sweetings Cay,F,False
2007-08-19,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2007-07-28,USA,California,"Imperial Beach, San Diego County",M,False
2007-07-17,USA,California,"Faria Beach, Ventura County",F,
2007-05-10,USA,Florida,"New Smyrna Beach, Volusia County",F,False
2007-05-07,USA,Hawaii,"Keawakapu Beach, Maui",F,False
2007-03-12,AUSTRALIA,Queensland,"Moore Park, north of Bundaberg",F,False
2006-05-27,USA,Hawaii,"North Shore, O'ahu",M,False
2006-05-19,USA,Guam,Gun Beach,F,False
2005-11-02,USA,California,"Mavericks, Half Moon Bay, San Mateo County",M,False
2005-06-02,USA,Texas,"Mustang Island, Corpus Christi",M,False
2005-05-02,USA,Hawaii,"Noreiga's, Maui",M,False
2004-05-22,BRAZIL,Pernambuco,"Piedade Beach, Recife",F,False
2003-09-21,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",M,False
2003-09-13,USA,South Carolina,"Isle of Palms, Charleston County",M,False
2003-07-04,BAHAMAS,Abaco Islands,10 miles west of Walker’s Cay,M,False
2003-05-03,USA,Florida,"Daytona Beach Shores, Volusia County",F,False
2003-04-20,USA,Florida,"Sunglow Pier, Daytona Beach Shores, Volusia County",M,False
2002-06-03,SOUTH AFRICA,KwaZulu-Natal between Port Edward and Port St Johns,Off Mkhambati,M,False
2001-09-30,AUSTRALIA,Queensland,"Moreton Bay, NE of Brisbane",M,False
2001-09-03,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",F,False
2001-01-09,USA,California,"Sunset Cliffs, San Diego",M,False
2000-12-24,AUSTRALIA,Queensland,Flinders Cay,M,False
2000-11-06,AUSTRALIA,Western Australia,"Cottesloe Beach, Perth",M,False
2000-10-14,USA,Florida,"South Beach, Sebastian, Indian River County",M,False
2000-02-01,AUSTRALIA,South Australia,"Point Sinclair, Cactus Beach near Penong",M,False
1999-12-31,NEW ZEALAND,South Island,Oreti Beach,F,False
1999-06-17,USA,Florida,"South of Ponce Inlet, Volusia County",M,False
1999-06-09,USA,Florida,"Atlantic Dunes Park, Delray Beach, Palm Beach County",M,False
1999-01-03,AUSTRALIA,Northern Territory,Gulf of Carpenteria,F,
1998-07-11,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,M,False
1998-04-21,USA,Oregon,Gleneden Beach,M,False
1998-01-01,NEW CALEDONIA,South Province,l'Anse-Vata,M,False
1997-11-05,AUSTRALIA,New South Wales,Botany Bay?,M,
1997-08-05,USA,Texas,"East Beach, Galveston",F,False
1996-04-28,USA,Hawaii,"La'ie Point, O'ahu",M,
1996-02-26,AUSTRALIA,New South Wales,"Charles Street Wharf, Parramatta River",M,False
1995-09-17,USA,Florida,"Daytona Beach, Volusia County",F,False
1993-02-19,TONGA,Tongapatu Group,Between 'Ata and Tongapatu,M,False
1992-11-11,USA,California,"San Nicholas Island, Santa Barbara County",M,False
1992-10-15,AUSTRALIA,New South Wales,Avalon Beach,M,False
1992-08-21,USA,Hawaii,"Twin Arches, Hana Ranch, Maui",M,
1991-11-26,USA,Hawaii,"Olowalu, Maui",F,True
1991-07-07,USA,Florida,"South Miami Beach, Dade County",M,False
1990-10-30,USA,Florida,"Melbourne Beach, Brevard County",M,False
1990-08-19,USA,Texas,"Near Port Aransas, Nueces County",M,False
1990-05-10,AUSTRALIA,Queensland,Outer Barrier Reef near Port Douglas,F,False
